,1Engineering Workshop,1Engineering Chemistry Lab,1English Language and Communication Skills Lab,1Basic Electrical Engineering Lab,1Mathematics - 1,1Chemistry,1Basic Electrical Engineering,1English,1Applied Physics Lab,1Programming for Problem Solving Lab,1Mathematics - 2,1Applied Physics,1Programming for Problem Solving,1Engineering Graphics,2Data Structures Lab,2Python Programming Lab,2Business Economics and Financial Analysis,2Computer Organization and Architecture,2Data Structures,2Python Programming,2Discrete Mathematics,2Mathematical and Statistical Foundations,2Database management Systems Lab,2Java Programming Lab,2Operating Systems Lab,2Database Management Systems,2Operating Systems,2Object Oriented Programming Using Java,2Formal Language and Automata Theory,2Software Engineering,3Advanced Communication Skills Lab,3Computer Networks Lab,3Data Mining Lab,3Introduction to Data Science,3Devops,3Design and Analysis of Algorithms,3Data Mining,3Computer networks,3Computer Graphics,3Machine Learning Lab,3Big Data Analytics Lab,3Cryptography and Network security Lab,3Cryptography and Network Security,3Big Data Analytics,3Industrial Management,3Machine Learning,3Compiler Design,CGPA
1719,9,7,9,7,7,8,9,8,9,9,5,10,6,10,9,5,7,10,6,7,7,5,7,9,10,7,5,9,7,7,9,5,10,7,8,9,6,10,5,7,8,6,10,5,7,10,7,7.403125
1720,9,5,7,9,10,10,7,8,9,7,9,10,6,6,7,5,5,7,5,5,7,9,5,10,5,10,6,5,8,10,5,10,5,8,6,7,10,7,7,6,6,9,5,7,5,9,6,7.209375
1721,8,5,7,10,10,10,7,6,10,5,5,6,5,8,6,7,5,9,6,7,6,10,10,9,5,8,5,5,8,7,8,9,8,9,7,6,5,10,9,6,8,5,7,5,6,5,8,7.284375
1722,10,8,5,10,10,9,6,5,5,6,8,8,5,8,8,10,9,10,5,6,6,5,10,8,10,6,10,5,6,5,7,10,5,9,7,5,6,5,10,7,7,7,10,7,8,9,8,7.51875
1723,5,5,8,9,8,5,7,7,8,5,10,8,9,9,10,9,5,6,10,8,5,7,6,7,9,9,5,8,8,5,6,8,9,9,5,5,7,5,10,7,8,8,8,10,8,6,5,7.296875
1724,10,6,9,7,9,7,5,8,6,7,5,8,9,8,7,9,5,9,6,6,8,7,9,6,8,9,8,10,9,7,9,8,6,7,9,5,10,10,8,7,5,6,7,9,8,6,5,7.46875
1725,6,10,9,7,6,5,8,6,6,9,6,8,5,10,5,5,10,10,7,10,7,9,5,10,6,6,10,8,6,5,8,10,8,8,9,8,8,7,7,9,5,5,9,8,5,9,8,7.29375
1726,10,8,5,10,10,6,9,6,6,8,8,6,9,9,10,10,5,9,10,9,6,8,8,6,9,5,8,8,9,6,9,9,6,9,7,10,5,7,7,8,5,8,5,8,8,10,5,7.546875
1727,8,6,6,9,7,7,9,8,8,5,7,6,5,5,6,10,9,10,7,8,8,6,5,9,9,6,5,7,5,5,7,8,7,9,10,9,6,6,5,7,5,6,8,8,5,7,7,7.0375
1728,10,5,7,6,6,9,5,8,10,6,8,7,5,9,8,6,7,7,8,7,5,5,9,6,5,6,8,10,9,7,7,7,8,6,9,6,10,6,9,7,5,8,5,5,10,5,5,7.1375
1729,10,7,7,7,8,5,9,7,10,9,7,9,10,7,6,10,9,9,5,7,5,9,8,6,6,6,6,9,10,5,6,7,8,6,5,8,9,8,6,10,8,9,7,8,6,9,7,7.496875
1730,10,9,8,6,10,5,9,9,10,9,10,8,5,6,7,6,8,9,7,10,7,5,5,9,10,7,9,5,10,10,8,8,5,8,5,8,7,9,9,9,5,6,6,9,6,10,7,7.540625
1731,9,8,5,5,7,8,5,9,6,6,9,10,6,10,9,9,6,8,9,8,6,7,9,9,6,9,8,8,5,8,8,9,9,7,6,10,9,6,8,8,9,7,8,7,9,6,9,7.665625
1732,7,5,5,6,9,7,6,8,10,6,8,5,8,9,7,10,8,7,9,6,10,6,8,7,6,7,7,5,5,8,10,5,7,7,9,8,8,10,9,9,6,10,8,5,6,5,10,7.2375
1733,7,8,6,5,8,6,9,7,8,7,8,7,9,5,8,10,8,7,7,8,8,6,9,10,7,6,8,5,6,7,7,10,6,5,9,6,6,9,6,10,9,7,9,9,8,7,6,7.328125
1734,6,8,10,5,7,10,5,10,10,5,8,7,8,10,6,7,5,7,8,8,5,5,9,9,5,9,7,5,9,9,10,8,6,5,6,6,5,10,5,9,10,6,9,10,9,10,5,7.303125
1735,10,6,8,10,7,10,6,8,7,8,8,8,6,9,10,9,6,6,10,7,6,9,5,5,6,7,5,6,10,6,6,5,7,5,5,5,6,7,9,5,9,7,10,7,7,6,8,7.259375
1736,6,6,8,10,9,10,10,6,10,8,10,10,10,8,5,8,6,6,9,6,6,5,9,5,9,8,6,7,8,6,5,5,10,7,8,8,10,10,9,7,6,6,7,7,9,6,10,7.853125
1737,8,10,7,7,6,7,8,5,8,10,8,10,8,5,6,5,8,8,10,6,10,8,10,8,6,10,10,6,8,10,9,8,10,9,5,9,8,5,8,8,9,8,6,10,8,7,8,7.96875
1738,6,8,7,6,10,9,10,8,8,8,7,9,7,9,10,10,9,5,9,6,6,8,9,6,8,10,10,5,5,7,6,9,10,8,8,10,9,7,8,8,9,9,9,10,7,5,10,7.790625
1739,8,10,10,5,10,5,5,8,8,9,6,10,5,8,6,9,7,5,7,7,6,6,5,8,9,5,7,10,6,5,7,8,9,5,6,5,6,6,5,7,9,5,9,5,6,6,5,6.815625
1740,7,6,5,10,5,7,9,9,8,6,10,8,8,7,8,7,5,6,6,5,10,5,7,6,10,9,5,5,9,8,9,5,8,9,10,9,6,10,7,5,6,5,8,5,10,7,9,7.415625
1741,5,10,7,10,9,5,8,8,8,7,5,7,10,7,6,8,10,8,10,5,5,10,9,8,5,10,6,8,8,7,6,6,10,6,6,5,7,6,10,9,7,7,9,10,7,10,8,7.725
1742,10,7,6,9,7,10,6,10,10,6,8,6,9,8,7,9,5,8,7,6,5,9,10,8,8,10,9,5,8,8,5,5,9,6,9,10,6,6,5,10,10,9,10,6,8,7,9,7.321875
1743,7,9,10,10,7,8,5,8,10,5,10,8,7,8,6,8,10,8,5,7,5,5,8,9,7,6,10,5,10,10,7,9,8,7,5,5,9,5,7,10,7,5,5,5,8,10,10,7.3375
1744,9,10,10,7,9,6,6,5,9,6,6,7,6,5,8,10,7,8,6,7,6,8,7,5,6,6,7,10,9,10,10,5,8,9,10,5,10,8,6,9,6,8,10,10,8,8,5,7.278125
1745,5,9,6,7,10,9,10,10,10,7,8,10,9,10,8,7,9,9,10,7,10,9,8,10,6,5,10,8,8,6,5,10,7,6,7,10,5,5,6,5,7,9,7,10,5,6,9,7.884375
1746,5,5,6,7,9,6,5,8,9,5,8,9,8,9,8,5,9,9,10,6,6,5,8,10,6,10,6,6,6,5,10,6,5,10,7,7,9,10,8,5,7,10,9,10,10,5,7,7.53125
1747,7,10,9,6,10,5,8,10,8,10,8,8,6,5,6,9,7,9,9,9,6,7,5,8,8,8,5,6,6,5,8,9,8,5,7,8,7,5,6,7,10,9,7,9,8,5,5,7.346875
1748,10,7,9,7,7,10,9,5,9,8,6,8,10,10,5,10,6,9,8,10,10,5,6,8,7,8,9,6,10,8,8,7,9,5,5,10,10,8,10,5,9,10,8,5,8,6,8,7.775
1749,9,8,6,9,10,10,7,8,9,8,8,8,10,8,9,5,7,10,10,7,5,5,9,10,9,10,5,7,7,9,8,5,5,5,5,7,8,7,6,6,6,7,8,10,5,6,10,7.64375
1750,10,8,9,8,9,9,7,8,10,10,10,5,10,5,8,8,8,5,9,9,5,9,7,5,5,8,7,8,8,7,7,8,7,5,9,6,8,10,10,9,5,5,8,6,5,10,5,7.640625
1751,8,7,7,10,5,5,9,7,7,9,5,8,5,5,6,5,7,9,8,10,9,9,5,9,5,6,7,5,10,7,10,7,8,6,7,6,6,5,9,8,7,6,5,8,6,7,7,6.8875
1752,9,10,6,6,7,8,9,8,6,8,9,8,8,6,8,9,5,9,5,6,7,5,5,8,9,6,10,7,6,10,6,10,8,7,6,10,10,10,7,10,7,7,8,5,8,5,7,7.603125
1753,7,8,7,8,6,10,6,5,7,8,8,9,8,6,10,5,6,6,7,7,5,9,10,9,10,5,10,9,7,10,10,6,10,8,10,6,9,6,8,5,6,5,7,7,5,8,5,7.46875
1754,7,9,5,9,7,5,5,7,10,9,9,5,5,7,7,9,7,8,7,7,5,6,10,7,8,7,7,10,7,9,9,9,9,7,8,5,5,8,8,7,8,5,9,5,9,7,9,7.2625
1755,8,8,7,9,6,5,8,9,5,7,9,8,5,8,7,7,5,6,10,10,5,7,10,9,5,8,10,8,5,7,7,8,7,7,7,9,6,5,6,8,10,6,8,5,5,5,10,7.2375
1756,10,10,8,10,9,6,5,9,9,6,9,10,10,7,7,7,8,7,7,7,7,10,9,6,10,10,7,10,7,10,10,5,6,7,10,8,9,10,7,9,6,7,5,9,8,6,9,7.99375
1757,6,9,8,9,7,8,9,6,8,5,10,10,10,5,5,7,10,7,7,10,6,7,5,6,9,10,8,8,8,10,7,6,7,6,8,6,7,7,8,10,10,6,9,7,8,5,10,7.715625
1758,6,9,9,7,5,9,5,5,6,9,5,7,8,5,6,5,7,8,6,5,7,5,6,10,9,6,6,5,10,10,8,8,8,7,8,5,9,7,10,7,9,5,9,5,8,9,8,7.2625
1759,10,5,10,9,10,6,7,9,5,10,6,8,8,9,8,6,6,8,10,7,8,6,10,7,10,5,7,6,9,10,8,5,10,8,9,9,8,5,8,5,10,9,10,6,8,10,9,7.8125
1760,7,10,7,10,10,5,7,8,10,9,6,10,5,8,8,7,7,6,6,7,6,5,7,7,7,10,8,10,10,6,7,5,8,7,5,8,7,10,8,9,6,10,6,8,8,6,10,7.453125
1761,5,7,6,10,8,6,8,8,5,7,7,6,9,7,8,5,7,8,7,6,8,10,9,7,7,10,7,9,5,5,8,5,5,7,8,10,5,10,8,10,7,5,5,7,9,9,9,7.46875
1762,7,6,6,9,6,9,5,5,5,8,10,8,9,6,9,9,5,8,10,9,9,9,6,10,8,10,10,6,10,9,7,5,10,8,9,10,5,9,7,7,8,10,9,6,7,6,6,7.875
1763,8,8,5,8,10,8,5,7,9,5,8,7,5,5,9,8,10,8,8,7,7,9,10,7,6,5,6,9,10,7,9,9,7,9,10,10,8,6,7,6,5,10,7,8,7,8,5,7.375
1764,6,8,10,8,5,10,9,7,5,9,6,6,10,5,10,5,7,9,7,7,9,6,6,10,7,8,8,8,7,7,6,7,8,7,9,5,6,10,10,8,9,6,8,6,7,7,9,7.60625
1765,8,10,9,6,10,9,9,5,7,8,10,7,6,7,9,8,8,5,9,7,6,9,8,5,7,10,7,7,9,7,6,6,7,6,5,8,6,9,9,6,6,9,9,9,10,7,6,7.725
1766,5,5,9,5,10,7,9,10,9,6,7,8,8,8,9,10,5,9,5,6,6,6,10,8,9,10,8,5,8,8,10,9,5,6,7,9,6,6,7,5,8,9,10,7,7,7,5,7.2875
1767,9,5,9,7,8,8,6,5,7,7,7,10,9,6,8,7,8,6,9,7,8,9,7,9,10,6,7,9,5,7,10,6,7,6,10,5,9,9,8,7,10,5,6,6,8,8,5,7.5375
1768,5,6,9,5,8,6,7,6,9,8,7,10,5,10,8,9,6,8,10,5,6,5,6,8,7,7,6,10,10,8,6,9,6,8,8,6,5,5,8,6,6,9,9,5,7,10,10,7.603125
1769,8,7,5,9,5,5,7,8,9,8,5,7,10,6,10,9,8,6,10,9,8,7,7,7,6,5,10,5,5,7,8,5,9,5,6,7,8,6,8,10,10,6,7,8,6,9,8,7.35625
1770,8,9,6,9,7,7,8,8,8,5,6,6,6,6,9,7,6,8,6,8,6,8,7,7,10,10,6,6,8,10,5,6,8,6,6,9,9,10,8,10,5,10,9,10,9,9,8,7.49375
1771,10,10,5,9,9,5,5,9,6,5,5,7,7,5,8,6,9,6,7,10,5,7,10,10,6,7,10,9,10,10,6,6,10,10,10,5,9,9,5,5,7,5,8,5,5,10,10,7.515625
1772,8,10,7,6,6,6,10,7,10,9,10,5,8,8,6,6,10,8,7,7,6,10,7,8,7,10,8,8,6,6,8,10,9,9,10,5,9,6,5,6,9,8,6,5,5,7,8,7.503125
1773,10,8,5,9,8,7,7,7,8,9,9,9,7,8,7,9,9,10,9,5,6,10,9,6,10,8,8,6,7,7,8,9,8,10,9,10,10,8,5,6,6,5,7,8,9,9,10,8.065625
1774,6,7,7,6,10,10,8,10,8,5,9,6,10,9,10,9,9,5,10,6,9,5,7,5,9,7,10,9,10,10,10,7,8,5,8,9,8,6,8,7,5,7,5,10,8,7,8,7.70625
1775,10,7,9,8,5,9,7,10,5,6,9,9,10,8,6,8,9,5,8,8,8,5,7,5,9,6,10,10,9,7,10,10,9,6,8,7,10,9,5,7,5,5,7,7,9,6,7,7.690625
1776,9,9,5,7,9,7,5,9,8,8,5,6,6,7,5,9,6,6,10,8,5,9,8,5,8,9,5,5,8,7,7,10,8,5,9,7,10,9,9,8,9,10,5,9,5,8,9,7.434375
1777,9,7,6,6,9,6,10,5,10,8,9,9,5,5,6,8,8,9,9,8,5,7,9,6,5,9,5,10,9,9,10,7,5,8,9,7,9,5,7,6,5,10,5,8,5,10,7,7.565625
1778,6,8,8,7,10,10,10,5,5,5,6,8,9,6,7,6,7,6,5,5,9,5,8,7,6,7,10,7,5,8,9,9,7,9,8,5,6,10,10,7,7,6,8,5,5,8,7,7.271875
1779,8,6,6,6,6,10,5,7,6,7,6,10,5,7,8,9,9,9,8,8,10,7,6,9,6,5,10,9,8,9,10,5,9,7,5,5,10,9,8,9,8,9,7,10,8,10,10,7.653125
1780,6,5,5,10,9,8,6,10,7,8,8,8,10,7,6,10,8,5,9,10,7,8,10,5,8,8,10,10,7,8,10,10,10,7,9,9,7,9,5,5,10,10,8,5,8,7,8,7.809375
1781,5,6,10,7,6,9,10,5,10,5,8,7,7,8,6,7,5,7,5,6,9,8,5,10,6,7,6,9,9,9,10,9,10,6,5,10,9,5,8,9,8,5,8,7,8,7,6,7.175
1782,5,7,9,9,7,9,8,10,10,10,5,6,5,10,9,10,5,10,6,8,7,8,8,7,7,10,8,5,10,10,9,6,5,10,8,8,6,6,7,8,9,7,10,6,10,10,8,7.75625
1783,7,8,6,10,9,9,8,5,9,5,5,5,7,6,8,6,7,5,5,9,10,9,5,10,5,5,6,10,5,5,8,5,6,5,8,7,5,6,8,9,5,8,8,9,9,8,5,7.2625
1784,5,8,10,9,5,5,6,8,7,6,7,9,9,7,10,7,10,8,9,9,8,8,10,10,10,9,10,8,10,5,8,6,7,7,8,7,7,5,7,8,6,8,8,10,9,5,8,7.45625
1785,10,8,9,10,5,5,10,10,8,9,7,10,6,5,7,5,7,6,7,9,9,5,6,7,9,8,5,6,7,6,8,10,9,8,8,5,9,10,8,8,6,8,6,5,6,6,10,7.215625
1786,6,10,8,8,6,10,7,6,10,5,10,7,8,10,8,10,7,5,9,10,10,8,9,9,10,9,8,8,8,6,10,7,8,10,5,10,6,5,9,8,7,10,5,5,6,9,10,7.7
1787,6,5,7,6,8,8,10,7,6,8,10,9,5,10,6,6,5,8,10,10,6,7,5,8,8,6,10,8,9,7,6,6,9,8,10,10,8,5,6,6,7,7,6,6,10,10,8,7.81875
1788,7,10,8,6,9,10,8,7,5,8,8,7,7,8,7,7,9,9,5,10,10,5,9,5,7,10,9,9,6,5,6,6,9,6,10,10,5,10,6,7,10,10,5,8,9,10,7,7.825
1789,5,6,10,6,6,7,6,7,6,7,6,8,6,9,10,6,10,7,10,10,10,8,10,6,10,5,8,9,6,5,6,6,10,10,7,7,5,7,9,10,9,10,5,8,10,9,6,7.640625
1790,6,5,6,5,6,5,8,6,9,10,7,10,9,6,7,6,8,7,10,9,8,8,10,9,8,10,8,8,5,7,7,8,5,6,10,9,10,7,10,10,5,5,6,6,10,6,9,7.490625
1791,9,8,10,8,7,6,7,8,6,10,7,10,9,7,6,9,6,8,10,7,10,6,9,10,9,7,7,5,8,6,9,5,8,9,5,7,10,6,10,10,5,8,8,9,10,6,9,7.69375
1792,6,9,10,7,6,7,10,10,7,9,5,9,6,8,9,10,10,8,7,8,8,10,6,8,6,7,7,8,7,10,8,9,7,10,10,10,8,7,6,8,8,8,5,8,7,8,5,7.5875
1793,6,6,5,9,5,10,8,8,7,8,7,7,9,8,8,9,10,7,10,5,8,6,10,6,8,10,5,10,9,8,8,7,8,9,9,7,6,10,8,5,8,8,5,8,8,10,9,7.74375
1794,5,8,8,9,5,5,7,6,6,7,7,8,10,7,8,5,9,10,5,5,7,9,6,7,6,7,7,7,5,9,10,5,10,6,10,6,7,6,5,6,5,5,8,7,9,7,8,7.309375
1795,10,8,9,9,6,6,9,10,9,9,10,7,5,9,8,9,6,9,8,8,9,7,9,8,5,7,7,8,9,10,6,6,5,7,10,5,6,7,5,5,9,9,6,6,5,7,5,7.24375
1796,5,5,8,5,7,7,5,8,5,7,10,6,5,7,5,6,6,10,10,10,5,5,7,6,8,6,9,6,7,9,9,7,9,5,6,8,9,7,7,6,6,10,6,5,8,6,5,6.89375
1797,10,10,8,10,5,5,10,6,8,9,9,9,5,9,6,8,6,5,7,9,9,10,5,7,5,5,9,7,5,10,8,6,9,5,5,7,9,6,7,5,7,8,10,9,10,6,7,7.51875
1798,9,6,8,6,6,6,10,6,8,9,10,5,7,9,8,8,6,8,7,5,8,7,9,9,9,10,5,7,5,6,8,8,7,5,10,8,7,10,9,9,8,5,6,9,5,6,6,7.68125
1799,10,6,8,6,6,7,9,9,6,5,6,9,10,5,8,5,7,6,7,7,5,8,5,9,9,9,9,5,5,6,5,6,9,5,6,8,9,8,8,8,6,8,9,5,10,10,10,7.240625
1800,9,10,8,8,8,8,6,9,6,6,10,5,9,9,8,7,5,7,5,8,9,5,6,10,9,7,7,7,8,10,8,7,10,9,8,6,10,5,8,6,7,7,7,10,5,10,6,7.478125
1801,6,9,5,5,10,7,6,7,9,7,7,6,8,5,10,10,6,6,9,8,9,7,9,7,5,9,7,9,6,9,8,6,9,8,6,9,9,10,10,5,10,6,8,6,8,6,10,7.553125
1802,6,7,9,6,8,5,7,7,10,6,9,7,7,10,6,5,6,7,10,9,7,6,7,10,7,8,10,7,10,6,6,5,5,5,5,8,5,5,9,8,9,5,9,7,9,10,6,7.421875
1803,10,10,9,10,6,8,10,9,5,6,7,6,7,6,8,6,5,8,8,5,5,5,10,9,8,8,8,9,9,9,10,6,6,7,10,8,6,6,5,9,6,6,5,6,5,7,7,7.24375
1804,6,9,9,6,10,8,5,5,5,5,9,9,7,8,6,9,6,5,9,6,7,8,9,10,9,10,6,8,10,7,9,7,10,7,10,5,9,7,5,10,8,7,8,7,6,10,6,7.646875
1805,6,10,10,9,8,8,9,5,9,8,7,6,7,9,7,9,6,9,6,7,5,5,8,6,5,7,9,9,8,7,6,5,8,8,5,5,9,5,10,7,10,8,5,5,7,5,6,7.125
1806,5,9,10,6,6,9,9,9,5,10,8,5,5,8,5,5,5,5,5,6,8,6,6,6,9,7,9,7,10,9,8,10,9,7,8,6,5,7,5,8,5,5,8,8,10,10,6,7.26875
1807,10,6,5,5,5,10,6,10,6,6,5,5,5,10,9,7,8,6,10,6,6,10,10,9,9,8,9,9,7,9,7,9,10,6,10,7,7,8,9,7,9,10,9,10,6,10,9,7.675
1808,7,6,10,6,7,10,7,5,7,10,8,9,5,10,9,6,6,6,5,5,6,7,5,5,8,6,7,7,5,8,9,5,5,5,5,7,8,6,8,6,5,8,8,8,9,6,6,7.171875
1809,5,5,6,9,6,10,8,9,7,10,7,6,5,9,6,7,5,6,6,10,10,9,10,8,7,5,6,7,7,9,7,8,10,5,5,10,9,10,6,8,9,10,10,6,6,9,10,7.41875
1810,10,9,7,7,8,6,9,6,5,6,9,8,7,6,5,7,8,10,10,5,9,5,8,8,7,6,8,10,10,7,5,8,6,10,8,8,7,10,7,5,8,7,10,9,8,8,7,7.68125
1811,9,6,8,6,6,5,6,5,6,9,10,10,7,5,6,6,9,6,8,6,5,5,10,5,6,5,5,5,7,10,8,8,6,6,8,9,6,6,8,6,9,6,9,5,7,7,9,6.928125
1812,6,7,5,6,9,9,5,8,10,6,7,7,9,5,8,9,7,9,7,8,10,10,10,5,5,9,6,6,10,8,9,7,8,7,8,10,7,9,10,7,5,8,5,6,9,10,5,7.8375
1813,6,9,5,8,8,7,5,5,5,5,5,6,8,10,5,9,7,6,8,9,8,8,9,10,5,9,7,10,7,6,10,5,8,5,7,8,10,8,9,10,9,5,8,7,10,10,6,7.503125
1814,9,6,8,8,5,5,9,10,6,7,8,9,7,6,6,6,6,9,6,10,9,7,6,7,5,7,6,9,9,6,10,8,10,5,5,10,9,10,7,10,7,7,8,5,5,8,6,7.48125
1815,8,10,10,8,5,6,6,7,10,8,8,8,8,9,10,9,6,9,8,7,6,9,7,5,10,8,5,8,10,5,10,7,6,10,7,9,8,9,9,10,8,9,8,10,7,10,6,7.659375
1816,6,6,10,5,6,5,9,10,5,8,10,10,8,6,6,10,9,7,6,5,5,8,5,10,7,10,7,6,5,5,5,8,9,10,10,7,5,7,5,10,10,6,6,9,7,5,9,7.31875
1817,6,7,8,8,6,10,6,9,6,6,10,6,7,7,10,8,7,9,10,5,5,6,7,6,10,8,9,9,6,10,7,9,5,10,10,6,5,5,7,5,5,5,6,10,9,8,9,7.66875
1818,7,9,6,10,8,6,6,7,8,9,6,8,5,5,8,6,7,6,5,7,10,7,5,10,5,10,6,10,7,7,7,5,7,5,10,8,6,8,6,9,7,10,6,10,10,8,6,7.215625
1819,6,5,10,5,10,8,6,9,8,9,5,9,9,8,9,8,6,6,8,6,9,5,6,9,8,9,7,7,5,5,7,6,6,9,5,6,10,6,5,7,5,7,5,6,7,6,8,7.165625
1820,10,7,7,5,5,9,5,5,10,9,7,10,5,5,6,8,6,5,8,9,6,10,7,6,6,9,6,6,9,10,5,8,5,9,8,6,5,10,7,6,10,10,6,8,10,8,7,7.26875
1821,10,9,6,9,9,9,8,6,6,9,7,5,9,8,9,6,9,6,9,10,7,9,9,10,8,7,9,8,6,9,8,9,10,10,7,9,7,6,6,7,7,8,10,8,10,10,5,7.940625
1822,9,9,8,9,6,8,9,10,5,5,5,10,6,8,5,9,10,8,6,5,10,7,5,7,6,9,10,8,9,7,6,10,6,9,8,8,6,10,7,9,8,7,5,6,8,7,8,7.78125
1823,8,7,6,6,8,5,8,10,8,5,7,8,7,6,7,6,8,10,5,5,7,9,5,5,8,10,8,10,8,7,9,10,5,5,9,9,5,10,7,6,8,10,6,10,5,7,5,7.471875
1824,9,5,10,9,8,6,5,9,8,5,10,7,6,7,10,9,6,8,6,6,6,5,7,7,10,8,6,9,10,8,5,10,9,7,9,7,5,10,6,6,7,10,6,6,5,7,7,7.321875
1825,8,10,6,6,9,7,6,7,5,9,7,5,6,9,7,10,7,9,5,7,8,7,8,8,7,8,8,6,7,7,9,8,9,5,6,10,5,9,6,6,9,6,5,8,6,6,6,7.2375
1826,10,8,9,7,5,9,9,7,9,8,8,7,7,7,7,9,9,6,5,10,6,6,6,10,5,8,6,8,10,6,7,6,5,8,8,6,8,5,8,10,7,10,5,5,6,6,5,7.2125
1827,6,10,6,8,8,7,9,9,9,8,7,8,10,5,10,10,7,8,9,8,6,8,8,8,8,7,6,5,9,5,9,5,5,8,7,9,9,5,5,7,5,5,9,10,5,10,6,7.471875
1828,9,8,8,7,7,10,5,8,7,8,7,10,6,6,5,8,5,6,8,10,8,9,9,6,10,5,9,5,9,9,9,8,8,7,9,5,7,8,10,6,6,7,5,10,9,9,5,7.4625
1829,7,5,8,9,8,10,8,10,6,5,7,5,6,5,5,7,9,10,6,6,6,9,6,5,9,7,5,9,9,6,10,5,7,8,7,6,10,7,9,5,10,5,7,7,9,6,5,7.209375
1830,8,5,5,9,5,10,10,6,10,10,6,7,10,10,10,5,10,8,6,5,7,5,8,8,8,10,6,10,6,8,10,5,8,5,9,7,6,10,5,9,5,9,8,7,9,10,6,7.759375
1831,8,6,7,5,10,9,6,5,10,5,8,6,9,5,5,10,10,5,7,9,5,9,5,5,9,10,9,9,7,6,6,10,6,8,8,5,6,5,8,5,6,8,6,10,10,9,7,7.234375
1832,10,7,5,5,8,9,10,10,8,8,7,10,9,7,10,10,5,7,7,8,10,5,9,7,7,10,10,9,6,5,8,9,10,7,8,6,6,7,7,10,8,7,10,10,8,10,5,7.89375
1833,6,9,10,8,6,9,9,6,5,8,9,9,10,6,7,5,6,7,8,10,5,7,7,8,6,6,8,8,8,8,5,8,7,6,7,5,8,8,6,5,6,8,7,6,8,7,7,7.315625
1834,5,10,8,7,7,9,6,5,7,9,10,5,8,5,6,10,10,6,8,8,7,9,9,9,5,8,6,7,7,8,7,7,8,9,8,8,6,5,10,7,5,8,9,7,7,7,7,7.5125
1835,7,5,5,10,8,5,10,8,6,5,9,10,7,6,9,9,8,10,10,8,10,9,10,9,5,8,7,7,7,9,10,9,6,6,10,6,9,5,5,10,6,9,6,7,5,7,6,7.528125
1836,6,6,6,6,8,9,6,5,9,8,9,10,10,8,5,5,5,5,7,8,9,5,6,8,10,7,7,7,6,8,7,8,5,10,10,7,8,10,8,9,6,10,10,9,5,9,8,7.721875
1837,8,5,10,5,10,8,6,9,10,8,9,10,8,6,9,5,5,9,9,10,5,9,10,9,5,5,10,8,10,8,8,9,5,9,8,6,9,10,9,10,9,9,9,8,5,10,9,7.934375
1838,6,7,6,6,10,9,6,9,9,8,9,5,9,9,7,10,10,8,7,7,7,10,8,10,6,8,8,8,8,6,8,7,7,6,5,5,6,5,7,8,10,10,6,8,6,9,6,7.496875
1839,8,9,10,8,9,8,10,8,7,9,6,8,6,6,9,5,10,5,10,10,10,10,8,6,9,10,7,10,10,8,8,10,7,5,6,6,6,6,7,7,9,5,8,6,7,10,10,8.071875
1840,6,5,10,10,5,5,5,7,8,5,8,5,6,8,5,8,7,9,7,9,9,7,7,8,9,5,9,7,10,9,6,8,8,10,5,6,5,8,7,7,5,8,8,7,9,10,5,7.065625
1841,5,5,8,6,8,10,7,5,7,5,6,7,10,10,6,9,8,8,8,9,5,8,9,7,7,7,10,8,7,7,5,10,9,8,10,5,5,7,9,10,10,10,7,10,7,10,6,7.8125
1842,6,5,7,5,5,9,9,9,9,6,8,6,7,7,5,7,5,9,9,10,5,5,9,6,8,10,5,7,9,9,8,7,10,8,10,8,10,7,6,9,7,8,8,5,7,8,9,7.6125
1843,7,5,10,9,6,8,7,10,5,5,8,5,5,6,6,8,5,6,7,6,10,9,5,6,7,8,5,8,10,6,8,7,8,6,6,9,5,6,5,7,9,5,10,10,7,10,5,7.159375
1844,10,7,10,10,6,6,10,5,6,7,6,6,9,8,5,5,8,6,5,5,7,7,7,6,6,7,9,6,9,8,7,9,9,6,10,6,5,7,5,6,7,7,5,7,7,6,8,6.975
1845,5,7,5,9,6,8,9,8,10,10,8,6,8,7,8,5,9,5,10,10,5,5,5,7,6,9,7,8,8,6,6,6,7,10,9,8,6,7,9,10,9,8,6,6,8,5,8,7.45625
1846,7,6,9,10,5,10,5,5,10,5,9,7,8,6,7,5,7,9,8,8,7,8,7,8,6,7,5,10,7,9,7,7,8,8,8,7,8,6,5,5,8,6,9,8,8,10,5,7.465625
1847,5,6,6,7,7,8,8,8,5,7,6,10,6,9,8,8,10,8,9,9,7,7,6,5,7,8,8,6,10,6,7,8,9,6,6,7,5,9,5,7,10,5,6,5,8,6,7,7.3375
1848,9,6,6,9,5,8,8,8,5,6,7,9,5,5,5,5,9,10,5,5,7,5,9,10,10,5,9,7,9,6,9,6,10,9,5,5,10,7,5,7,7,7,5,8,10,7,9,7.084375
1849,7,5,7,9,10,5,6,7,9,7,5,8,8,6,6,6,5,9,8,7,10,7,10,6,10,8,10,5,9,6,9,5,8,8,5,7,9,7,9,6,8,6,6,7,6,6,5,7.140625
1850,8,5,10,7,8,5,5,5,10,8,5,6,5,7,5,9,8,10,5,9,7,9,10,7,6,6,9,8,9,8,6,9,6,8,10,7,9,8,6,7,9,10,5,6,6,10,6,7.34375
