No,1Engineering Workshop,1Engineering Chemistry Lab,1English Language and Communication Skills Lab,1Basic Electrical Engineering Lab,1Mathematics - 1,1Chemistry,1Basic Electrical Engineering,1English,1Applied Physics Lab,1Programming for Problem Solving Lab,1Mathematics - 2,1Applied Physics,1Programming for Problem Solving,1Engineering Graphics,2Data Structures Lab,2Python Programming Lab,2Business Economics and Financial Analysis,2Computer Organization and Architecture,2Data Structures,2Python Programming,2Discrete Mathematics,2Mathematical and Statistical Foundations,2Database management Systems Lab,2Java Programming Lab,2Operating Systems Lab,2Database Management Systems,2Operating Systems,2Object Oriented Programming Using Java,2Formal Language and Automata Theory,2Software Engineering,3Advanced Communication Skills Lab,3Computer Networks Lab,3Data Mining Lab,3Introduction to Data Science,3Devops,3Design and Analysis of Algorithms,3Data Mining,3Computer Networks,3Computer Graphics,3Machine Learning Lab,3Big Data Analytics Lab,3Cryptography and Network security Lab,3Cryptography and Network Security,3Big Data Analytics,3Industrial Management,3Machine Learning,3Compiler Design,4Predictive Analytics,4Web and Social Media Analytics,4Professional Elective - 4,4Professional Elective - 5,4Open Elective - 2,4Web and Social Media Analytics Lab,4Mini Project ,4Seminar,4Project Stage - 1,4Organizational Behaviour,4Professional Elective - 6,4Open Elective - 3,4Project Stage - 2,CGPA
1560,A+,O,O,B,C,O,B+,B,A,A+,A,O,A+,O,A+,C,B,O,A,A,O,A+,O,O,B+,A,B,O,A,B,B+,C,B,A,C,C,C,B+,A+,A+,B,O,O,O,O,A,O,C,B+,O,C,C,A+,O,B,O,A+,B,O,A+,8.053125
1561,A+,C,A,O,C,B,C,B+,B+,C,B+,B,O,C,A,B+,B,A+,A,O,B+,O,B+,A,B+,O,A+,O,B,A,A+,B,O,B+,B+,B,C,O,A,B,C,B,B+,B,A+,C,A,B+,C,O,B,A+,B+,C,B,C,A,A,B,A+,7.35
1562,A,B,O,B+,B,A,B+,A+,B+,C,B+,C,A+,B+,C,B+,B,O,C,O,A+,B+,B,C,A,O,A,C,A,C,O,B+,C,A+,C,B,A,A,A+,O,C,B,A+,A+,O,B,A,A,A,B+,C,B+,A,C,A+,B,B,B,B+,B,7.178125
1563,C,O,B,A+,C,A,B,A,O,C,O,B+,C,B+,O,A+,O,B+,C,B,C,B+,B,O,A+,A+,C,O,O,A,A+,A,A,B+,A,A,B+,A,A+,A+,B,C,B,O,A+,B+,A+,O,B+,O,B+,B+,B,A,C,A+,B,B,C,O,7.665625
1564,A+,A,A+,C,B+,O,A+,C,B,O,A+,A+,C,O,A+,A,C,A,A,A,B,A,A,A,O,O,A,B+,A,B+,O,B,B,C,C,O,A,B+,O,A+,A+,B,O,A+,O,B+,A,O,O,B,A+,A+,B+,O,A+,C,O,C,O,O,8.1
1565,O,B+,A,A+,C,A,B+,A,A+,B,B+,B+,A+,A+,B+,A+,B+,B+,A+,B+,A+,B+,C,B,C,A,C,B+,O,A,A,A,C,B+,O,B+,C,C,B+,B+,A,B,O,B+,A,A,O,A+,A,A,C,C,B,A+,A+,O,A,O,C,B,7.50625
1566,A,O,A,O,O,C,B+,C,B,A+,B,O,O,O,B+,B+,C,O,B+,A,A+,B+,B,B+,B+,A+,A+,A+,B,A,B+,A,A,B+,B+,C,A+,B+,O,B,O,A+,C,A,B,B+,B,O,B,A,B+,A,A+,A+,C,C,A,B,A+,A+,7.7
1567,B+,B+,A+,A,B+,A+,B,C,C,C,O,C,C,A+,A+,A+,C,B,A+,O,B,C,C,B+,B,A,B,C,C,C,A,C,O,B+,B+,C,B,C,A+,O,B+,A,A,B+,B+,C,A+,B,B+,B+,B,B+,A+,O,B,O,C,A,B+,O,7.053125
1568,A+,O,C,A+,A,A,O,O,A,B,B+,C,C,A+,C,A,A+,C,C,A+,C,O,O,C,C,A,C,A,A,A,B+,C,C,A,O,A,B+,B,B,A+,A+,B+,C,O,B,A+,B+,A,A+,O,A,A+,B,A,C,B+,B+,A+,A+,B+,7.521875
1569,O,C,B+,B,A+,B,A,O,A+,B,B,B,O,B,A+,A+,C,A+,B,O,B+,A,O,A,O,A+,B,B,A+,A+,B+,O,A,C,A+,B+,A+,A,O,B+,A,O,B,B+,B+,B+,A+,O,A,B+,B,B,O,A+,O,B+,A+,B,A+,O,7.821875
1570,C,A,B,B+,B+,A,O,C,B,B,A,A,O,C,B+,B+,O,O,C,B+,C,C,B+,O,A+,C,A,B+,C,O,O,B,B+,A,C,A+,B,A+,B,A,C,B,A,B,B,A,A,B+,O,A+,B,B+,B,B,A,C,A,C,O,O,7.321875
1571,A,B,B+,A+,A,A+,B+,B,O,A+,B+,O,B+,A+,A+,B,B+,B,B+,A,B+,A+,B+,A+,B+,A,A,A+,B+,B,A+,C,A+,B,A,C,B,B+,O,A,C,A,A,O,A,O,O,B,B,O,A,C,B,C,O,B,A,B+,A,B+,7.653125
1572,A+,A+,A,B+,A,A,C,A,A+,B,A,C,O,A,O,B+,C,A+,O,A+,B,O,O,B+,B+,C,B+,O,A,B,A+,B+,O,B+,C,O,A+,A,B+,O,B,A+,C,A+,C,B+,C,B,B,C,A,A,A,B,B,A,C,C,O,O,7.5375
1573,C,A,O,C,A+,B,A,A,O,A+,O,C,O,O,C,A,B+,B,A,O,O,A+,A,B+,A+,C,C,B+,A+,A+,B,A+,A,A+,B,A,B,C,O,A+,A+,O,O,B+,O,B+,A,O,B,B,A+,A,A,B,A+,A+,A,A+,O,C,7.790625
1574,O,C,B+,A,B+,O,A+,A,B+,A+,B+,O,C,A,O,C,A,A+,O,O,B,C,B,A+,B+,B+,A,B,O,A+,C,O,A,A,O,A+,B+,A+,C,A,A,O,B,A,A,B+,B+,A,B,A+,A,B,A,C,A+,A,O,O,O,C,7.771875
1575,B+,A+,A+,O,C,C,O,C,O,A,C,A,A,B,A+,B,B,A,B,C,A+,A+,A+,B+,B,A+,C,A+,B+,O,A+,B,A+,A+,B+,A,C,A,A+,A,B,A+,B+,B,O,C,B+,A,B+,C,A+,C,A,A,A+,B,A+,A,C,A,7.309375
1576,C,C,A,O,B+,A+,B+,B+,O,B,A+,A,B,B,O,B+,B+,C,A,B+,A,C,O,O,O,A,B,A,O,O,B,B+,C,A,C,B,O,C,O,B,C,O,A,A,A+,O,A,O,A+,A,A+,A+,O,A+,B+,B+,A+,A+,C,B,7.6875
1577,O,B+,B+,C,O,B,C,B,C,B,A,O,C,B,O,C,O,B,O,B,B,O,C,B+,A+,B,O,A,A,C,B+,O,A+,B,B+,C,O,O,A+,O,B,C,B+,C,C,B,O,B,A+,A+,B,A,O,A,A+,A,O,A+,A,C,7.4625
1578,B+,A+,C,A,C,B,C,A,A,B+,B+,A+,A+,C,A,C,A,B+,C,B+,C,A,C,O,C,C,O,C,B,B,B,O,C,A+,C,B+,B+,O,C,A,A+,A,O,C,A+,C,C,A+,A+,C,C,A,O,C,C,O,A+,A,B,O,7.0375
1579,A+,C,B+,B+,C,A,O,A+,C,B,C,B+,B+,B,B,B,O,B,B,A,C,B,A+,B+,C,A,C,B,A+,O,B,O,O,A+,C,C,B+,B+,C,O,A+,B+,B,A+,O,B+,B+,A+,B+,C,A,A,C,O,A,B+,C,A,B+,C,7.05
1580,A+,O,B,A+,A+,C,A+,C,A,A,A,O,B,A,A+,O,C,C,O,O,O,A,B+,C,O,C,O,A,B,B+,O,B,A+,B,B,A,B,B+,B+,A,A+,C,A+,A,A,A+,B+,C,C,A+,O,C,A,A+,A+,A+,A,O,B+,A+,7.753125
1581,C,A+,O,B,A,C,B+,B,C,A+,B+,O,A+,O,C,A,B+,C,O,A+,A+,B,A,C,C,C,A+,B+,A+,A,A+,A+,O,A,C,A+,A,C,B,C,O,B+,C,A,O,B+,B+,C,B,B+,A+,B,A,A+,O,B,A,B,B+,B,7.2875
1582,A,C,A,O,O,A,C,C,C,C,O,A,A,C,O,B,C,C,C,C,A,B,A+,C,A+,C,B+,A+,C,B,B+,B,C,O,B,A,C,O,A+,O,A+,A,A,B,A,A+,O,B,C,B,A+,B,B+,B+,A+,O,A+,B,A+,A+,7.390625
1583,B+,O,B+,A,A+,A+,B+,A,A,A,O,A,B+,C,C,C,B+,B,C,B+,A+,B,O,A,O,O,O,B+,B,A,B,O,A,B,A,B+,A+,B+,B+,B,B,A,A,B,O,A+,A+,A,A+,A+,B+,O,A,O,B,B,B+,A,A,B+,7.734375
1584,O,B,B,B+,B,A,A,A+,A+,O,C,B+,A+,O,O,C,B+,A,B,B,A+,C,A,B,A,O,C,O,O,B+,B+,O,O,A+,B,C,A+,B,C,O,C,B+,A,A,O,B,B+,A,C,B,A,A+,B+,A,A,A,O,B,C,A,7.565625
1585,O,B+,B+,O,A+,A+,C,B+,B+,O,B+,B,B+,B+,A,A+,B,A,O,O,A,A,C,A+,B,A+,O,B+,A,B+,C,O,O,B,A,C,A,B,A,O,C,C,A+,A,A,O,B,C,A+,B,A+,A,B+,B,A+,B+,B,B,B,C,7.453125
1586,B+,B+,C,O,O,B+,B+,A,B,A+,B+,C,B,B+,O,C,O,B,O,C,C,A,B+,C,A+,B,C,B,B,O,O,O,C,B,O,B,A,B+,A,A,A,A,O,A,A+,A,B,C,B+,A,C,A+,B,B,C,B+,A,C,B+,O,7.353125
1587,A,O,A+,C,O,A+,A,B,A,B,A+,B,C,B+,B+,A,O,A,B+,O,C,A,A,O,O,A,B,B,A+,O,C,O,O,C,B,C,O,B+,A+,B,C,B+,O,B,B,O,A,A,B+,A,O,C,A+,O,A,A,O,A+,A,A,7.8
1588,A,O,B,B+,B+,B+,B+,B+,B,C,A,O,C,B,B,A+,O,B,C,B+,O,B,C,O,O,B,O,B+,B,A,A+,B,B,B,C,O,A,O,B+,A,B+,C,B+,B,B+,B,O,O,C,B,C,B+,O,O,B+,A,B,B,A,B,7.2125
1589,A,O,O,A+,O,C,C,A+,C,B,A+,A,B,C,O,B,B,B+,B+,A,C,O,O,B,A+,B+,O,A,B+,B,A+,B+,C,B+,O,A,C,O,C,B,B+,O,B+,C,A+,A,A+,B,A,B,C,B,B+,O,A,B,C,O,B,O,7.403125
1590,A,C,A+,O,A+,A+,C,B,B,B,A+,A+,B+,A,B+,O,B,O,A+,B,C,B,O,C,A+,B+,B,B,A+,A,C,B+,A+,O,A+,C,B+,O,A+,B+,B+,A,B+,B+,B,A,A+,A,O,A,O,A,A,O,C,A,C,A,O,C,7.640625
1591,O,A+,C,B,A,A+,A,A+,A+,C,B,B,O,A,C,B,O,O,B,A,B,A+,B,A+,B,O,A+,O,C,C,A+,B,O,A+,O,B,B+,B+,A+,C,C,C,B+,C,C,B,B,C,O,B+,A,A,A+,A,C,B+,B+,B,B,O,7.50625
1592,O,B+,A,B,B,A,B,O,B,C,C,B,O,C,A,C,B+,B,B+,B+,A,A+,O,B,B+,B+,B,A+,C,C,B+,C,A,B+,B,A,B,A,B,B,A,C,A+,O,A,A+,B,C,O,B,C,C,A+,C,O,B+,A+,A,B+,A+,7.178125
1593,A,A+,A+,B,A+,B+,O,A+,B+,B+,A,A+,A,A+,O,O,A,B,B+,A+,A,B+,A,B+,A+,B,B,A+,A,A,B,A,B,B,O,B,A,O,A,B+,C,A+,B+,B+,A+,B,A+,C,C,C,A+,A,C,A+,A,C,A,A+,B+,B,7.59375
1594,A,B,A,B+,O,O,O,A,O,A,C,B,C,B,A+,C,O,A,B+,O,C,A+,A,O,B,B+,B+,B,O,A+,C,A+,O,O,B,A+,A,O,A+,A,B+,B+,A+,B+,B,A,O,A,B+,A+,B+,C,O,B,A,O,A+,A+,A,A+,7.94375
1595,B,B+,A,A,B+,O,A,O,C,A,A,C,C,A+,O,A+,O,A+,O,A,C,O,A,A,B,C,B,B+,B+,O,B,A+,C,C,A,C,C,A+,C,O,O,B,A+,B,A,B+,A+,A,A,B+,B+,B,B,O,C,A+,B+,A+,B+,O,7.590625
1596,B+,A,C,B,O,A+,A+,A,A+,A,A+,O,C,A,A,C,C,B+,C,C,C,A+,A+,B+,A,B,B+,C,A,A+,B+,A,B+,C,A,O,B+,C,O,B,O,B,A,C,A+,A,C,O,O,A+,B+,B+,B,A+,A,A,B,B,O,B+,7.428125
1597,B+,A+,C,A+,C,A+,B+,B,B,A+,B+,A+,A,A+,B,C,C,C,A+,A,A+,C,O,B+,A,A+,O,B+,B,O,A+,B,C,A,O,O,O,B,B,C,O,B,A,A,A+,A+,B,B,B+,A+,A+,A,B,O,C,B,B,A+,O,B,7.61875
1598,B,B+,A,O,A,B,C,A+,A,A,C,O,O,A,B+,A+,B+,A,B,C,B+,B+,B+,O,B+,O,B,B+,A+,B+,A+,O,A+,O,A,O,B,A+,A,O,O,B,B+,C,O,A,A+,C,B,O,A,B,B,C,A+,C,B,A+,C,O,7.65625
1599,A+,A,C,B,A+,B,C,B+,B,C,C,A,O,C,O,B+,A,O,O,B+,A,B,O,B,O,A+,A,B+,C,A,B+,B+,O,A+,C,B+,A+,B+,B+,A+,B+,B+,B+,B+,O,C,O,O,A,O,O,C,O,C,A,B,B+,A,A+,B,7.575
1600,O,A,A+,A+,B+,B+,A,B,B+,A+,A+,O,A+,B,B+,A,O,A,B,C,C,B+,A,A+,C,A,A,C,B,A+,C,C,C,A,C,A+,A,A,A+,A+,A+,B,O,C,C,A,C,B,A,A+,B,A,B,B+,B,O,A,B,O,O,7.55625
1601,A+,B+,A+,B,A+,B,A,O,B,A,B,C,B,A+,O,A+,O,B+,C,O,O,B,O,C,C,B,A+,O,A+,A+,A+,O,O,B+,B,B+,B,B,B+,A+,C,A,A,A+,A,A,C,C,A+,B,A+,O,B,O,B,O,O,B+,O,B+,7.68125
1602,A+,A+,C,A+,A,A,B,A,B+,C,B,B+,A+,B,B,C,O,C,A+,A+,B,C,B,A,A+,A,A,A,C,O,B+,B,B+,O,C,A+,O,A,O,O,B,A+,C,A+,O,B+,C,C,C,B,A+,B+,A+,B+,A+,B+,O,A+,B+,C,7.409375
1603,A,C,C,B,C,A,A,A+,A,C,B+,O,C,O,B,C,B+,B+,A,B,O,B+,A+,B,A+,C,A+,B+,O,O,A,A,A+,O,A+,C,B+,A,A,A,A,O,C,O,O,B+,B+,O,B+,A,A,A+,A+,B,B,A,B,B,B,B,7.54375
1604,O,B+,O,B,C,A+,B,C,C,C,A,A+,C,C,A+,C,A+,A+,O,C,C,B+,B+,B+,B+,A,A,C,B+,B,B,A,B+,B,B,A,B,B,B+,B,B+,B,O,O,A,B+,B+,B+,A,A+,A+,A+,B,A,C,A,A+,O,C,A+,7.390625
1605,B+,B+,C,B,O,C,B+,B+,C,B+,B,A+,C,A+,B,B,B+,B,A,C,A+,B+,A,A,B,O,B+,A+,B,C,A+,O,A,C,A,B,A+,A+,A,A,A+,A,C,B+,A+,B+,A+,A,O,O,C,B,A,A+,B,C,A,A,A+,O,7.515625
1606,A+,B+,B,B+,A,B+,A+,A,C,A+,A+,B+,B+,B,A+,C,A,B+,B+,B+,B,A+,B,C,C,C,O,O,O,B+,B+,B+,O,B+,A+,B,C,C,B+,A,C,B,B,B,A,A,B,B+,A+,C,C,B+,C,A+,O,A,B+,B+,A,A,7.259375
1607,A+,B+,B+,C,A+,C,B+,B+,C,B+,B+,C,B,B,B+,C,C,A+,A+,C,C,B,O,O,B,B+,B,C,B+,C,A,C,B,B+,A,B,B+,C,O,A+,A,B+,A,B+,O,C,O,A+,A,A,A+,B+,B,A,B+,B+,A+,B,B,B,6.98125
1608,B,A+,A+,A+,B,B+,A+,A+,A+,C,B,C,C,A+,B+,B,B+,A+,A+,A,A+,B+,A,A+,A,C,B+,A,B+,O,A+,C,O,O,B+,A,A+,A+,B,A,O,B,A,A+,C,O,A,A+,A+,B,B+,B+,B,A+,A,C,A,B,A,A,7.578125
1609,B,B+,B,O,B,C,O,A,A+,A+,A,O,A,C,A+,A+,A+,A+,B+,C,A+,B+,B,B,O,A,A,B+,B,A,A+,B,B,A,B+,O,A,B+,C,O,A,B+,A+,C,C,O,A+,O,A,A+,O,B,O,A+,B,O,B,A,B+,A,7.740625
1610,O,B+,O,A,B,A+,C,B+,O,O,C,C,A,A+,A,O,A,B,O,O,C,A+,B,A,C,C,B+,C,A+,A,A+,A,O,A,C,B,A+,A,B+,A,O,O,A+,A,B,A,O,C,O,B,B+,C,B,C,O,C,C,O,A,C,7.275
1611,O,B+,A+,A+,O,B,B,B,A+,B+,B+,B+,C,B+,A+,A,O,A+,O,A,A+,A+,B+,C,B,A,A+,C,C,O,O,C,B+,A,C,B,B,O,B,B+,C,B,C,C,A+,C,B+,A+,A,C,A+,A+,C,C,B,A+,B+,B+,B+,B,7.246875
1612,A+,O,O,B,A+,B,O,C,B+,O,B+,A,B+,O,B,B+,C,B,A+,B,B+,B,C,B,C,C,A+,A+,B,O,O,B+,B+,B+,A,A,A+,C,A,B,A+,B+,C,B,O,A,C,B+,B+,B+,O,C,C,B+,O,C,B+,A,O,B,7.29375
1613,O,B,B,C,C,B,A,A,O,C,B+,A,C,B+,A,A,O,A,B+,A+,B,A,B,O,O,O,A,B+,B+,B,B,O,C,C,B,B,O,C,C,B+,O,O,A,A+,B+,A,A+,C,O,A+,A,B,O,A+,O,A,B+,A,O,B,7.440625
1614,A+,B,B,C,A,A,O,A+,C,B+,A,O,A,C,B+,A+,O,A,O,C,B+,A,O,O,B,O,A+,A+,C,A,B,B,B+,A,B+,B,B+,O,B,A+,B+,O,B+,B+,A,B+,A+,O,A+,B+,B,C,A,C,O,O,C,O,C,A,7.78125
1615,A,B,B,A,C,C,B+,B,O,O,A,O,A,A,B+,B,C,A+,B+,B+,A+,A+,A+,A,A+,C,A+,O,O,B+,A,C,A+,A+,A,B+,C,B+,C,B,A,A+,O,O,A+,O,O,A,C,B+,C,B+,B,B+,O,O,B+,C,O,C,7.596875
1616,C,O,B+,B,B+,A+,A,B+,C,B+,O,O,B,O,A+,A+,B+,A+,C,C,B,O,B,C,B,B,B,A,A+,A+,A,B,C,B+,B,A+,A+,A,B+,B,C,O,B,A+,O,B+,C,A+,O,B,A+,A+,C,A+,O,B+,A,B+,B+,B+,7.546875
1617,A+,C,A,B,A+,O,O,C,B+,O,O,B+,A+,B+,B+,C,C,O,A+,B+,A+,O,A+,C,B+,C,A,A+,O,B+,B+,C,C,A+,O,A+,O,O,B+,C,A+,B,A+,A,B+,B+,B,A,A,A,A,C,C,O,C,C,B+,B+,B,A,7.815625
1618,C,A,A,A+,A,B+,B+,C,A,C,B,A+,O,B+,A+,A+,A+,A+,O,C,A+,A+,A,B,B,B,A,O,B,B,A,B,A,A,A,A,A,B+,B,A,O,B+,C,O,B+,B,B+,B,A,A,B+,B,A+,C,A,B,A,B+,B+,A+,7.5375
1619,B,C,A,C,B+,C,C,B+,C,B,C,A,A,C,A,A,A,B,B+,O,O,B+,C,A+,A+,B+,A+,O,B+,B,B,C,O,A,A,A+,O,O,A+,C,C,O,B,C,O,A,A,B+,B+,C,A,C,A+,B+,A,A+,A,O,A+,C,7.296875
1620,A+,A,B+,A+,B,B,O,B+,B+,B+,A,B+,C,B,A+,A+,A,O,B,A+,B+,B,B+,C,B,A+,B,O,A,B+,C,O,O,O,B,O,B+,B+,C,B+,A,O,B+,A+,A,A,B,B+,A,A+,C,B,B,A,B+,C,B,B,B+,C,7.246875
1621,A+,A+,B,B+,A,A,A+,C,B,O,O,B,B,B+,A+,O,A,A+,B,O,A+,A,A+,B+,B,C,A,O,A,C,B,A,O,B+,A+,C,B,C,B+,B,C,A,A+,O,C,A,O,O,B+,C,A+,C,A+,A,C,A,C,B+,B,A,7.521875
1622,A,A+,O,C,C,B,B,B,C,C,B,B,A,A+,A+,B,B,O,O,B,O,B+,B+,O,A+,A+,B+,A,B,B,A+,O,A+,B+,C,B+,A,C,C,O,B+,B+,C,B+,B,O,A+,C,B,A,O,B,B,B+,B,B+,A,B+,B,B,7.1625
1623,A,B+,A+,C,B+,A,A,A,B+,O,B,B,C,B+,B+,O,C,B+,A+,O,B+,A+,B,B,A,C,B+,A,C,O,O,A,B+,C,A+,C,C,A,B,A+,B,C,O,O,O,B,A+,B,A+,O,B+,O,B+,C,B,B+,B,B,A,B+,7.334375
1624,A,C,A+,B,A+,O,A,A,B+,C,A,B+,C,C,B,O,O,O,A,C,C,B+,A+,O,A+,A,O,A+,A+,O,A+,A+,A+,A+,B+,A,O,A,B,B,C,B,A,O,B,B+,O,B+,A+,B,B+,B,B,A,A,C,A,O,A+,B,7.7625
1625,A,A+,B,A+,B,A,B+,A,O,B,A+,O,C,A,A+,C,O,C,B+,C,C,A+,A,O,C,A+,A,C,B,A+,C,O,A,C,B,A+,O,C,B+,C,C,A,B,B+,A+,O,C,A+,B,A,C,O,B+,A+,B,B,O,B,A+,B,7.3375
1626,B+,B,B+,A,A,A+,B+,B+,A,O,A,A,O,C,A,B+,B,A+,B+,B,A+,C,C,O,O,C,O,C,A+,O,C,A,A+,B,A+,B+,B+,O,B,C,C,A+,A,A,B,C,B,A+,A,O,A,O,A+,A,B,A,B+,B+,A,A,7.56875
1627,A,B,B+,A,A+,A,A,A,A,B,O,A+,A,O,C,C,A,A+,B+,B,B+,A,O,O,A,A,C,B+,O,B+,A,O,A+,O,O,B,A,C,B+,A,O,B+,B,A+,B+,A,O,B,A,A,A,O,A+,B,A+,O,B+,B+,A+,A+,8.028125
1628,A+,C,C,B+,B,O,A+,A,A,B+,A+,A,B+,A+,B+,A+,B+,B+,B,C,B,A+,B+,B,B,B+,B,C,B,B,O,A,O,B,B+,A+,A+,B+,A+,C,A+,B,O,B,A+,B,C,A+,C,A+,B+,O,B+,B+,B+,O,O,A,O,B+,7.51875
1629,C,C,B,A,A+,B,A,C,B+,B,A+,C,B+,B+,A+,C,B,O,O,C,A+,B+,A,A,O,O,B+,A,B+,A,C,A+,A+,A,A+,A+,C,B+,B+,B+,B,B+,A+,A,A+,C,B,A+,A+,B+,B,O,B+,C,C,A,A+,O,O,C,7.4875
1630,C,B,O,B,B+,A+,O,A,A+,B+,A+,B,A+,A+,C,O,B+,O,B+,A+,A+,A+,A,O,C,B,A,A+,B+,C,C,B,C,B+,A+,O,B,C,A+,A+,A,O,O,A+,A,O,B,C,O,B+,C,A,O,A,A,B,B+,A+,O,A,7.796875
1631,A+,O,A+,B+,B+,B,B,A,B,A,B+,A+,A,A,C,B,A+,A+,C,O,O,A+,B+,A,O,O,B+,A+,B+,B,C,B+,C,A,B+,A+,A+,A,O,B,A,A+,O,A,A,O,B,C,C,C,C,A+,A,A,B,A,O,C,B+,C,7.565625
1632,B,A,A+,A+,C,A+,A,O,A+,A,O,A+,C,A+,B+,O,A+,B,A+,A+,O,B,B+,B,B+,C,C,O,B,A,B,B+,B,O,C,B,B,A,A+,A+,B,A+,C,A,A,B,O,A+,A,B,B,A,A+,C,A+,A,C,B,B+,B,7.40625
1633,A+,A+,C,O,B+,A+,C,A+,A+,A,C,A,A,A+,A+,A+,B+,A+,A,C,A,A,B+,A,C,O,A,B,A+,A,B,A+,B,B+,A,A+,A+,B,A,B+,C,A,A+,A,A,B,O,B,A+,O,B+,B,A,O,A,B,B+,B,A+,A+,7.78125
1634,A+,O,B+,A+,A+,A+,A+,A+,B+,O,A,A,O,A,A+,B+,A+,B+,A,B+,A,A+,B+,B,A,O,C,C,A+,A+,B,O,B,A+,A,C,A+,C,B,A,O,O,A+,C,B+,O,B,B+,C,A,B,B+,B,B,O,B+,O,A+,O,A+,7.928125
1635,B+,C,A,O,B,A+,A+,C,B+,A+,O,B+,A,A+,A,C,B,A,B+,B,O,A+,A,A+,C,B,C,B,B+,A,B+,A+,B+,A,A+,A+,A,O,B+,B,A,B,A+,A+,B,A,A,C,A,B,A+,C,O,C,A,A,B+,O,A+,C,7.4875
1636,O,O,B,A+,A,B+,B+,O,B+,A+,C,A+,B,B,A,C,B+,C,B,B+,B+,O,B+,A+,A+,B,C,A+,O,A,A+,O,A,B+,A+,B,B+,B,A,B,A+,O,C,C,A+,A,A+,B+,A+,A+,A+,A+,B,O,A+,C,O,A+,B,A+,7.625
1637,B,B+,A,B,B,C,A,A,O,C,B+,A+,O,B,B+,O,O,A,O,C,O,O,B+,B,O,B,A,B,O,B+,B+,C,A+,B+,O,A,C,B+,C,B+,B+,A,A,A+,A,A+,A+,A,B,C,O,A,B,C,C,B+,A,A+,O,A,7.71875
1638,A+,C,B+,A,B+,A+,B+,O,B,B,B,A,A,B+,A+,A+,O,C,C,B+,B+,A,A+,A,B,B+,A,B+,A,A,B,A,O,B,A+,B+,B+,O,C,O,B+,B+,O,O,A,B,O,A,B+,C,O,A+,B+,A+,B,A,O,A+,O,B+,7.76875
1639,O,C,C,B,A,O,A,B+,B+,C,A+,A+,O,B,A,A+,C,A+,O,C,C,B+,A,C,O,O,A+,B,O,O,B,A+,B+,A,O,A+,B+,C,O,C,B,B,B,A+,A+,B+,O,A,O,O,B+,B+,B,A,A+,A+,A,A+,C,O,8.103125
1640,O,C,C,B+,O,B,O,A+,B+,B+,B,C,A,B,O,A,O,B,C,A+,B,B,B,B+,B,C,C,B+,B,A+,B+,A,C,C,O,O,A+,B,O,A+,O,B,O,B+,C,A,B,O,C,A,A,A+,B+,A+,A+,B,B+,A,B,O,7.459375
1641,A+,B+,B,A,A+,B+,O,A,A,O,B,A+,O,A+,A,A,O,C,B+,A+,A+,C,O,A+,O,O,C,C,A,B,B+,A,A+,A+,A+,C,C,O,A+,A+,B+,A,B,B+,B+,A,C,B+,A,B,B+,C,O,A+,B+,C,A+,A+,B+,B,7.540625
1642,B+,B,B+,O,C,C,B+,B,B,A+,O,A,A,A,O,B,B,C,B+,B,A,B+,A+,B+,B,O,A,B+,A,A+,C,A,O,A,B+,A,A,A+,A,O,O,B,B,A,B,B,A+,A,A,B,B,B+,A+,C,A,B,A,B+,B+,B,7.321875
1643,B+,O,B+,B,C,B,C,C,O,B,A,O,B+,O,A,O,O,O,A+,A+,C,O,B,A+,A+,B+,A,B+,C,A+,B,B,C,B+,B,A,A+,B+,B,A+,B+,B,A,A,B,C,A+,B+,A+,C,C,A,C,A+,C,B,B,A,B+,B,7.271875
1644,A+,B+,A+,O,O,O,A+,A+,B,O,B,C,A+,O,A,B+,C,A+,A+,A+,A,A+,C,B,C,B,O,B,C,O,B+,A+,B,C,B,B+,O,B,B,B,A+,C,B,B,C,A,A+,B+,A+,B+,A+,C,A+,C,O,A+,B+,C,C,O,7.534375
1645,A+,B,C,C,O,A,B+,B+,B+,A,B,B,O,O,A+,O,B,A+,B+,A,C,A+,A+,C,A+,A,O,B,A,B+,A,A,B,B+,B,A+,B,B,A,A+,A,B,O,C,B,B,A+,A+,C,O,A,C,C,O,C,A,B,O,B+,O,7.65625
1646,C,B+,A+,B+,A+,O,O,B+,A,A+,O,B,O,A,B,C,O,B,O,B+,C,O,C,O,A+,O,O,A+,C,O,O,A+,B,C,C,A+,B,B,B,B,B+,O,B+,A+,C,B+,O,A+,B+,O,A,O,B,O,O,A,O,C,A,O,8.09375
1647,A,O,B+,B,B,B+,B+,A,C,B,C,O,B,A+,A+,B,O,O,A,B+,O,B+,A+,B,O,O,A,B+,A,B+,C,A,B,O,B,A+,B+,B+,C,O,B+,C,C,A,C,B,B,O,A,B,A+,B,B+,C,O,B,B,A+,C,A,7.4
1648,C,O,A+,B,A,O,C,O,A,B+,B+,O,B,B,A,B+,B+,B+,O,A+,A+,O,C,O,C,B+,B+,B+,C,C,A+,O,B+,B,B,B+,A,B,C,B+,B+,B,A,A+,B,A+,B,A,A+,A+,B,C,B,A,B,A,C,A+,A,B+,7.35
1649,C,B+,A+,A,B,B+,C,B+,A,C,A,B,B+,B+,B+,A+,O,A+,A,A,A,A+,A,A,A+,O,C,A+,B,B+,C,O,B+,B+,C,A+,O,B,C,C,B+,O,B+,B+,A+,A+,A+,B,B,O,B,B,B+,A+,B+,A,B+,A,C,B,7.346875
